Campaign_ID,Campaign_Name,Channel,Region,Start_Date,Budget_USD,Leads_Generated,Conversions,ROI_Percent,Status
CMP-04912,Back to School,Social Media,East,01/09/2023,34896.0,2093.0,,180.71,completed
CMP-04913,Black Friday,ppc,East,05-31-2024,TBD,N/A,934,-5.0,Inactive
CMP-04914,Summer  Sale,EMAIL,South,2022-04-07,"$7,899",3773,311,103.85%,N/A
CMP-04915,SUMMER SALE,EMAIL,East ,2023/06/20,TBD,4783,750.0,276.8,inactive
CMP-04916,New Year Promo,SOCIAL MEDIA,south,03-27-2024,$1445,3534,495.0,54.0,inactive
CMP-04917,SUMMER SALE,Social Media,East,09/06/2024,47691.0,4049.0,900.0,86.09,inactive
CMP-04918,Black Friday,Email,NORTH,29/05/2024,$1578,320,,119.86,inactive
CMP-04919,,ppc,N/A,01-26-2023,"$19,359",1197.0,192,,Completed
CMP-04920,Summer  Sale,email,South,2024-03-02,TBD,4434.0,,N/A,Completed
CMP-04921,Back to School,Organic,,2024-02-20,"$48,879",,N/A,N/A,Pending
CMP-04922,Summer  Sale,EMAIL,South,04-10-2023,$24578,1985.0,,199.62%,Active
CMP-04923,SUMMER SALE,organic,East ,2024-01-18,7556.00,,774.0,67.82,
CMP-04924,SUMMER SALE,SOCIAL MEDIA,,21/01/2023,37368.0,N/A,N/A,28.0,Inactive
CMP-04925,Summer  Sale,SOCIAL MEDIA,East ,01-06-2022,"$49,544",,701,N/A,
CMP-04926,N/A,,West,2022-09-07,29626.00,,423.0,N/A,N/A
CMP-04927,Back to School,PPC,South,2023/10/16,30176.0,,N/A,201.99%,Active
CMP-04928,Black Friday,Organic,south,2023-01-01,TBD,1194.0,,6.55%,Inactive
CMP-04929,Summer  Sale,EMAIL,north,05/09/2023,N/A,1121.0,523.0,50.94,Completed
CMP-04930,,Social Media,East,29/05/2022,2514,1753,N/A,292.23%,ACTIVE
CMP-04931,Holiday Special,SOCIAL MEDIA,NORTH,2022-10-12,N/A,2305.0,458,101.0,Active
CMP-04932,New Year Promo,ppc,East,04-16-2024,20576,4682.0,719.0,236.56,Completed
CMP-04933,New Year Promo,organic,East,05/03/2024,16452,691,N/A,,completed
CMP-04934,Summer Sale,,north,28/03/2023,$43176,1830.0,,,Active
CMP-04935,New Year Promo,,NORTH,27/09/2023,1103,1876.0,813.0,,
CMP-04936,Back to School,Social Media,south,2024/01/12,N/A,354.0,731.0,95.04,completed
CMP-04937,Back to School,email,,2024-05-30,28216 USD,4623.0,N/A,125.87%,active
CMP-04938,SUMMER SALE,Email,north,2022-04-12,"$21,508",848.0,131.0,116.46%,Inactive
CMP-04939,N/A,Organic,NORTH,01-23-2024,31618.0,2274,163.0,N/A,inactive
CMP-04940,black friday,PPC,south,18/05/2024,$27832,1689,957.0,N/A,N/A
CMP-04941,Black Friday,Email,East ,2024-05-30,45094.0,N/A,N/A,N/A,active
CMP-04942,SUMMER SALE,Organic,East,07-22-2023,$37383,3325,367.0,193.0,Inactive
CMP-04943,Back to School,Organic,,04-24-2023,TBD,1481.0,N/A,N/A,Pending
CMP-04944,SUMMER SALE,organic,East ,09/01/2024,27100.00,N/A,,157.64%,Completed
CMP-04945,Holiday Special,email,West,2023/07/05,46212.0,,150.0,57.0,Inactive
CMP-04946,black friday,organic,,2022-07-10,6821.0,N/A,288.0,157.3,completed
CMP-04947,,PPC,West,07-30-2023,$10486,4206,,198.55,Active
CMP-04948,Summer Sale,email,north,2022-01-15,12261 USD,1105,,115.07,Completed
CMP-04949,Summer  Sale,EMAIL,south,24/08/2023,32609,1646.0,162,62.0,Active
CMP-04950,N/A,SOCIAL MEDIA,North,02-28-2022,6492.0,4678,837.0,293.0,ACTIVE
CMP-04951,Summer Sale,Social Media,West,06/06/2024,43345.00,1224.0,,207.42,Completed
CMP-04952,SUMMER SALE,Organic,south,01-16-2022,,,N/A,173.88%,active
CMP-04953,Holiday Special,ppc,West,05-08-2022,31827.00,,,187.11%,active
CMP-04954,Summer  Sale,EMAIL,,02-26-2022,,966.0,N/A,212.89%,N/A
CMP-04955,SUMMER SALE,Email,north,16/10/2022,"$12,892",2051,N/A,N/A,inactive
CMP-04956,Summer  Sale,organic,South,2023-05-08,"$43,545",444,N/A,N/A,
CMP-04957,,,north,10/11/2022,TBD,726,515.0,139.76,Pending
CMP-04958,,SOCIAL MEDIA,N/A,2024/05/29,$22849,N/A,N/A,3.0,Pending
CMP-04959,SUMMER SALE,Social Media,south,03-14-2024,"$4,409",N/A,,N/A,completed
CMP-04960,Summer Sale,PPC,north,09-29-2023,27343.00,,875,N/A,
CMP-04961,SUMMER SALE,organic,West,10/08/2023,N/A,,N/A,85.03,Pending
CMP-04962,,PPC,West,01-04-2022,21568.00,,,N/A,Pending
CMP-04963,N/A,,,08/07/2023,34153.00,4765.0,497,N/A,Completed
CMP-04964,Holiday Special,organic,North,12/02/2023,$47499,4302,,135.0,inactive
CMP-04965,Back to School,Organic,N/A,2023/01/27,"$7,322",497,170.0,204.0,active
CMP-04966,Summer Sale,Email,South,03-26-2024,,,,-10.0,Active
CMP-04967,New Year Promo,SOCIAL MEDIA,N/A,06-15-2022,10350.0,436.0,427,89.0,Completed
CMP-04968,Summer Sale,Organic,N/A,05/08/2023,,,,95.87%,Completed
,N/A,Social Media,N/A,04-07-2024,39893,959,972.0,,N/A
CMP-04970,Holiday Special,EMAIL,North,2022-12-30,TBD,,518,265.42,Completed
CMP-04971,N/A,Social Media,South,2022-10-11,28667,N/A,N/A,295.43%,Completed
CMP-04972,SUMMER SALE,ppc,East,2023/08/01,TBD,N/A,119.0,260.13%,completed
CMP-04973,,organic,North,2023/07/15,2132 USD,2533,351.0,N/A,
CMP-04974,Back to School,EMAIL,East,2023/05/25,TBD,2063.0,127,41.0,inactive
CMP-04975,Summer Sale,SOCIAL MEDIA,West,2023/02/13,35251,4043,107.0,,Completed
CMP-04976,black friday,SOCIAL MEDIA,East,2023-12-06,40890.0,2507,80,N/A,
CMP-04977,Summer Sale,,north,2024/03/12,$16018,,491.0,283.0,Completed
CMP-04978,,ppc,South,2023-02-12,26352.00,379,,N/A,active
,,SOCIAL MEDIA,,03-20-2024,9198.0,2451,87,N/A,ACTIVE
CMP-04980,Holiday Special,EMAIL,south,22/02/2023,18589.0,4235,347.0,N/A,ACTIVE
CMP-04981,Holiday Special,organic,North,12-20-2023,"$44,052",,N/A,80.83%,Completed
CMP-04982,New Year Promo,EMAIL,north,22/10/2023,21034,,724,,Active
CMP-04983,Summer Sale,Organic,N/A,09-04-2023,$31094,4693.0,35,N/A,Completed
CMP-04984,Summer Sale,ppc,south,2024/01/27,18901 USD,4782,719.0,170.42,N/A
CMP-04985,Summer  Sale,,North,03/11/2022,11877,3381.0,102.0,N/A,
CMP-04986,Holiday Special,,North,28/03/2023,24364 USD,2372.0,,20.52,Completed
CMP-04987,black friday,ppc,south,2022-01-06,31868 USD,,643.0,83.95%,ACTIVE
CMP-04988,Black Friday,email,,2024-03-30,45982.00,271,126.0,135.62%,N/A
CMP-04989,Black Friday,,,16/02/2022,45323,1074.0,,228.0,N/A
CMP-04990,SUMMER SALE,ppc,East,2023-08-11,,1116,433.0,264.19,inactive
CMP-04991,Back to School,organic,N/A,21/07/2023,23705.0,2425,N/A,,Active
CMP-04992,N/A,Social Media,,2022/02/19,,,267.0,,Pending
CMP-04993,N/A,EMAIL,,03/06/2023,32038.00,3953.0,,124.0,Pending
CMP-04994,N/A,EMAIL,,2023/06/24,9107,N/A,143.0,31.0,active
CMP-04995,Back to School,email,East ,2022/03/25,N/A,3931,141.0,144.0,Pending
CMP-04996,New Year Promo,email,South,19/03/2024,5692 USD,3758.0,713,32.66,
CMP-04997,Back to School,ppc,South,04-05-2023,38747.00,3191,N/A,N/A,Inactive
CMP-04998,Back to School,EMAIL,south,2022/04/04,N/A,1380,323.0,168.89%,active
CMP-04999,Back to School,Organic,South,18/10/2022,,N/A,506,190.56%,Pending
CMP-05000,Back to School,Email,West,08-02-2022,4732.00,3166,N/A,0.43,Inactive
CMP-05001,SUMMER SALE,ppc,East,19/02/2023,24524,4079,743.0,,Pending
CMP-05002,Holiday Special,ppc,N/A,03-30-2022,,,600.0,N/A,Inactive
CMP-05003,Black Friday,email,East,2023-05-19,N/A,,398.0,289.0,Active
CMP-05004,black friday,Social Media,West,09/04/2022,7997 USD,N/A,,120.0,active
CMP-05005,black friday,Social Media,East,15/01/2024,,949.0,402.0,53.77,Pending
CMP-05006,SUMMER SALE,organic,East,05/06/2022,784.00,3162.0,83.0,,Pending
CMP-05007,Black Friday,Organic,north,2023-12-03,17940 USD,345.0,612.0,287.45,Completed
CMP-05008,Summer Sale,organic,East,2023/12/03,,N/A,N/A,136.0,completed
CMP-05009,New Year Promo,Email,East ,01/12/2022,11175,,N/A,N/A,N/A
CMP-05010,black friday,PPC,East ,05-15-2024,$36210,,,,Inactive
CMP-05011,black friday,Email,south,07-05-2022,29405.00,4955.0,,-6.34%,inactive
CMP-05012,Holiday Special,EMAIL,North,2022-01-09,21333.00,1280.0,,51.21%,active
CMP-05013,N/A,,NORTH,05-19-2024,12800,1009,N/A,191.29,Completed
CMP-05014,Back to School,ppc,East ,14/04/2023,35945.00,,,,Inactive
CMP-05015,Summer  Sale,EMAIL,north,05-10-2023,12555,605.0,476.0,241.0,
CMP-05016,N/A,Email,,2023/03/22,23908.00,,228,N/A,N/A
CMP-05017,Summer Sale,Email,North,10-02-2023,,3850.0,618.0,N/A,completed
CMP-05018,New Year Promo,organic,north,10-03-2022,7672,N/A,18.0,271.0,Active
CMP-05019,,ppc,N/A,2023/06/29,13545 USD,,420.0,291.95,
CMP-05020,Holiday Special,Organic,East,2022/02/19,N/A,1855.0,N/A,90.0,inactive
CMP-05021,Black Friday,,,2023/08/19,N/A,1020,645.0,N/A,
CMP-05022,,EMAIL,N/A,2023/04/25,25448,277,N/A,54.42,active
CMP-05023,black friday,ppc,South,05-18-2022,N/A,,936.0,66.35,Completed
CMP-05024,Summer  Sale,Email,,21/10/2022,N/A,,N/A,195.0,Completed
CMP-05025,Summer Sale,email,South,28/07/2023,,4741,956.0,22.85,completed
CMP-05026,,Social Media,North,2023/06/21,26354.00,3670.0,727,29.57%,N/A
CMP-05027,,organic,East ,03-29-2024,TBD,3549.0,0.0,,Inactive
CMP-05028,,EMAIL,East ,2022/04/15,$48892,N/A,958,21.74,Inactive
CMP-05029,Back to School,ppc,south,02/06/2024,32825,983,721,-9.18,active
CMP-05030,Back to School,SOCIAL MEDIA,East ,2023/11/25,44558 USD,N/A,487.0,128.0,Active
CMP-05031,Holiday Special,,,05-09-2022,46129 USD,3290.0,,292.35,N/A
CMP-05032,,,South,27/02/2022,TBD,3556,555.0,N/A,Inactive
CMP-05033,Back to School,organic,north,02-17-2023,TBD,3382.0,,111.0,completed
CMP-05034,SUMMER SALE,Social Media,West,29/03/2022,N/A,1748.0,815.0,16.73,ACTIVE
CMP-05035,Black Friday,PPC,East ,2024-04-29,$47083,3168,,17.0,
CMP-05036,Black Friday,email,North,2023-05-29,$49489,976,334.0,,inactive
CMP-05037,Summer Sale,Organic,N/A,06-02-2024,N/A,944.0,536.0,179.58,Pending
CMP-05038,black friday,organic,north,2023/05/09,12101.0,4034,654.0,,Completed
CMP-05039,SUMMER SALE,Organic,West,2023-04-24,TBD,N/A,195.0,245.03,active
CMP-05040,New Year Promo,SOCIAL MEDIA,N/A,03-20-2022,15492.0,N/A,460.0,N/A,Inactive
CMP-05041,Holiday Special,ppc,N/A,04-17-2024,34144 USD,3862.0,372.0,27.88%,ACTIVE
CMP-05042,New Year Promo,EMAIL,N/A,14/06/2024,$29523,N/A,122,249.84,active
CMP-05043,Back to School,email,South,24/03/2022,39115 USD,,347.0,N/A,Pending
CMP-05044,New Year Promo,SOCIAL MEDIA,East,05/06/2023,,1793.0,756.0,N/A,completed
CMP-05045,Back to School,,north,02-24-2023,15190.0,,,195.0,Completed
CMP-05046,Summer  Sale,ppc,NORTH,2023-07-17,27683.00,N/A,854,-1.56%,Pending
CMP-05047,New Year Promo,EMAIL,East,11-15-2022,39638.00,,,106.6,
CMP-05048,N/A,organic,north,10/01/2023,4696.00,487.0,513,,Pending
CMP-05049,,email,South,21/08/2022,"$7,564",N/A,795.0,-8.87,ACTIVE
CMP-05050,black friday,ppc,East ,10-27-2022,41603,-3852,N/A,,active
CMP-05051,N/A,,NORTH,01-11-2024,45956.0,,615.0,155.62,Inactive
CMP-05052,Black Friday,Email,South,05/11/2023,38730,1515,988,-1.38,active
CMP-05053,Summer Sale,PPC,North,2022-12-09,1390 USD,1605.0,818.0,22.25%,inactive
CMP-05054,Summer Sale,PPC,East ,2023-05-28,"$14,689",4528.0,531.0,,N/A
CMP-05055,,EMAIL,,30/12/2023,48302.0,2900.0,N/A,-9.51,ACTIVE
CMP-05056,Back to School,ppc,East,12-29-2023,6712,3742.0,714.0,219.57,Inactive
CMP-05057,SUMMER SALE,Email,East ,2022-05-21,26967,N/A,949,N/A,ACTIVE
CMP-05058,New Year Promo,EMAIL,,2023/10/18,27869.00,,N/A,118.0%,Completed
CMP-05059,New Year Promo,PPC,South,19/01/2024,TBD,N/A,414,201.02%,N/A
CMP-05060,SUMMER SALE,email,,2023-02-10,$10117,943.0,N/A,282.78%,inactive
CMP-05061,N/A,Email,East,18/06/2022,TBD,,,,Active
CMP-05062,Holiday Special,PPC,north,27/01/2024,$16208,663,795.0,,
CMP-05063,Summer  Sale,PPC,West,10-24-2022,28072.0,1405,,139.22,N/A
CMP-05064,Back to School,EMAIL,,2022-08-17,47249,864,653,132.01%,N/A
CMP-05065,black friday,,South,25/06/2022,43211,,957.0,298.57,Completed
CMP-05066,black friday,email,East,2024/01/29,30116 USD,3047.0,,149.0,completed
CMP-05067,black friday,SOCIAL MEDIA,South,2022/05/09,28121,4833,225.0,152.58,N/A
CMP-05068,Back to School,Organic,NORTH,08/02/2024,14276.00,N/A,,N/A,Pending
CMP-05069,N/A,Email,,2023/01/22,25276 USD,3190.0,,,completed
CMP-05070,black friday,PPC,West,07-19-2022,5486,589.0,,-156.12,ACTIVE
CMP-05071,SUMMER SALE,Organic,,24/02/2022,"$21,219",1578,,231.0,Inactive
CMP-05072,black friday,email,East,11-14-2023,,3740,667.0,N/A,Inactive
CMP-05073,Holiday Special,PPC,NORTH,2022/09/25,8776.00,740,N/A,74.0,Pending
CMP-05074,N/A,email,East ,2023-01-30,17906.0,918,860,159.0,
CMP-05075,Black Friday,organic,N/A,2023/08/16,16790.00,190,752.0,163.82,Pending
CMP-05076,New Year Promo,EMAIL,N/A,30/06/2023,1854 USD,682.0,179.0,212.1%,Pending
CMP-05077,Summer Sale,organic,south,03-18-2024,N/A,,381,N/A,Inactive
CMP-05078,Summer  Sale,Organic,East,2022/11/12,28521,4832.0,273.0,N/A,ACTIVE
CMP-05079,Summer Sale,Social Media,south,08-07-2023,22775.00,N/A,139.0,44.0,Inactive
CMP-05080,Summer Sale,Social Media,north,2023/10/25,17362,3845,510,N/A,Completed
CMP-05081,Summer Sale,PPC,East ,09-21-2022,,4725.0,441,72.0,active
CMP-05082,,ppc,N/A,14/06/2022,,548,421.0,,
CMP-05083,Back to School,,East,09-13-2022,TBD,1205.0,,N/A,completed
CMP-05084,black friday,organic,East,2023/06/25,"$18,421",,N/A,272.0,Inactive
CMP-05085,N/A,Email,north,02-27-2024,39099 USD,2254,392.0,139.83%,ACTIVE
CMP-05086,Back to School,ppc,East ,01/06/2022,,4727.0,N/A,101.41%,completed
CMP-05087,New Year Promo,Organic,East ,02-03-2024,,4195,,6.85,Pending
CMP-05088,Black Friday,PPC,East,08-20-2023,N/A,168,564.0,178.46,Pending
CMP-05089,Holiday Special,EMAIL,East ,05/01/2024,TBD,N/A,,181.97,inactive
CMP-05090,Summer  Sale,PPC,South,20/04/2022,$7687,4264,896,9.0,Completed
CMP-05091,New Year Promo,PPC,East ,01-15-2022,N/A,N/A,375,,completed
CMP-05092,New Year Promo,SOCIAL MEDIA,N/A,04-22-2022,N/A,1677.0,N/A,N/A,N/A
CMP-05093,Holiday Special,Organic,South,2022/04/11,30783 USD,3102.0,82,-0.83,Pending
CMP-05094,Summer  Sale,,West,08-05-2023,,3936.0,,,N/A
CMP-05095,New Year Promo,SOCIAL MEDIA,West,22/06/2023,29478.0,-4784,732,276.25,active
CMP-05096,Summer  Sale,Social Media,North,2023-03-19,34938,N/A,890.0,208.76,Active
CMP-05097,Summer  Sale,PPC,West,02-20-2024,$40320,,,192.96,Completed
CMP-05098,Summer  Sale,PPC,East ,2022-05-29,"$20,677",1296,533.0,,Completed
CMP-05099,Black Friday,Email,north,2022/10/23,8314 USD,,582.0,57.25,N/A
CMP-05100,N/A,ppc,north,11/07/2023,TBD,N/A,916.0,,Active
CMP-05101,Holiday Special,Organic,West,2022-12-22,36396,N/A,210.0,190.34,inactive
CMP-05102,Black Friday,Social Media,north,02/02/2023,TBD,176,95.0,5.69%,inactive
CMP-05103,Back to School,Email,,2023/10/13,27008,4065.0,,209.0,Inactive
CMP-05104,Summer Sale,Organic,,28/02/2023,"$49,900",N/A,4.0,N/A,N/A
CMP-05105,Holiday Special,ppc,North,01-07-2023,45937 USD,2894.0,,185.0,inactive
CMP-05106,Summer  Sale,SOCIAL MEDIA,East,2022-05-25,24186,N/A,,264.2%,Active
CMP-05107,,email,East,2024/04/17,$11399,2448.0,683.0,125.0,Inactive
CMP-05108,Back to School,ppc,south,2024-03-04,,3483,,4.0,Inactive
CMP-05109,,Email,south,2023-04-27,8397.0,1358,692.0,N/A,completed
CMP-05110,,organic,West,2022-07-09,48651.00,N/A,,38.31%,active
,,email,N/A,04-19-2022,3149,N/A,N/A,143.85,Active
CMP-05112,black friday,Email,north,26/05/2022,7820 USD,N/A,N/A,,Completed
CMP-05113,New Year Promo,,,21/05/2023,14014,1342.0,194,,Inactive
CMP-05114,Summer Sale,organic,north,21/01/2023,8070 USD,2264,988.0,128.0,active
CMP-05115,Holiday Special,SOCIAL MEDIA,north,03-15-2024,N/A,1471.0,977,98.62,
CMP-05116,Black Friday,EMAIL,East,2022-01-11,12402.00,2505,,78.92%,Pending
CMP-05117,Summer  Sale,Email,N/A,20/12/2023,4903.0,2076.0,N/A,213.0,
CMP-05118,Summer  Sale,Social Media,West,2022-07-11,22326.0,4024.0,372.0,5.36,N/A
CMP-05119,New Year Promo,email,West,22/02/2023,37377 USD,N/A,183,-7.0,Inactive
CMP-05120,Back to School,,north,2022-06-23,N/A,1902.0,919,,completed
CMP-05121,SUMMER SALE,email,NORTH,07-18-2022,16489,N/A,495,88.67,
CMP-05122,Holiday Special,Email,NORTH,18/09/2022,32017,N/A,579,154.38,inactive
CMP-05123,Black Friday,organic,,2023/01/09,30536,,681.0,159.59,Completed
CMP-05124,Summer  Sale,Email,south,17/06/2024,$12746,2914.0,N/A,,Active
CMP-05125,SUMMER SALE,Social Media,N/A,03-28-2022,37826,1076.0,766,92.0,Pending
CMP-05126,Summer Sale,ppc,East,17/07/2023,12787,1643.0,,,completed
CMP-05127,Holiday Special,email,,02/08/2022,12303,,N/A,130.28,Inactive
CMP-05128,Back to School,PPC,East,2024/04/12,$24625,N/A,,N/A,N/A
CMP-05129,black friday,ppc,East ,04-18-2023,"$15,378",281,689,13.13%,Active
CMP-05130,Back to School,,East,2024/05/15,4451.0,2483.0,959,130.44%,active
CMP-05131,Back to School,EMAIL,,01/04/2024,,N/A,N/A,N/A,ACTIVE
CMP-05132,N/A,email,East,2022-06-05,41226.00,1.0,249,114.92,active
CMP-05133,Summer  Sale,Email,South,2023-07-18,34134,1303,,8.7%,inactive
CMP-05134,Summer Sale,SOCIAL MEDIA,NORTH,2023/03/03,39981,2016,N/A,,Completed
CMP-05135,Summer Sale,organic,south,08-17-2023,TBD,3555.0,495,,Active
CMP-05136,N/A,Social Media,North,09-22-2023,N/A,3395,720.0,209.41%,ACTIVE
CMP-05137,Holiday Special,email,NORTH,03-22-2022,8775.0,,524,,inactive
CMP-05138,black friday,organic,West,03-26-2022,39265.00,1970.0,N/A,N/A,N/A
CMP-05139,Back to School,organic,south,2023/01/07,4963,4422.0,,N/A,Pending
CMP-05140,black friday,PPC,south,2023/10/20,27739 USD,,525.0,,
CMP-05141,,PPC,NORTH,02/03/2024,3044 USD,1344,612.0,271.95,Pending
CMP-05142,Summer Sale,,North,2023/05/10,$5018,2790.0,725.0,35.8,active
CMP-05143,SUMMER SALE,ppc,East ,2022/04/06,22222.0,N/A,473,179.94%,inactive
CMP-05144,Summer  Sale,Social Media,South,21/02/2024,34030,901,831,62.0,Active
CMP-05145,Summer Sale,Organic,West,2022/12/15,9542.00,2027,259.0,164.39,N/A
CMP-05146,,SOCIAL MEDIA,NORTH,10/05/2023,"$43,485",,253.0,10.36%,inactive
CMP-05147,,ppc,South,16/08/2023,TBD,,,175.0,Pending
CMP-05148,,PPC,,2022/04/18,$38521,N/A,N/A,261.84,Inactive
CMP-05149,,Organic,East,2023/08/30,43485.00,3670,415,139.73,Completed
CMP-05150,Back to School,Email,East ,2024-04-07,7796,3994,,36.0,Inactive
CMP-05151,Back to School,,south,2024/04/16,N/A,,149,N/A,completed
CMP-05152,Summer Sale,,North,22/05/2023,$7927,2511.0,73,-39.27,Active
CMP-05153,Holiday Special,SOCIAL MEDIA,West,2023-01-25,41020.0,4279.0,302,124.0,Pending
CMP-05154,N/A,Social Media,West,09/12/2022,17113.00,3600,190,N/A,Active
CMP-05155,Back to School,organic,West,2023/11/27,47958 USD,4077.0,102,175.34,Completed
CMP-05156,black friday,EMAIL,south,04/06/2023,N/A,,,295.19%,
CMP-05157,black friday,Email,south,2023-07-09,6691,N/A,110.0,142.27%,ACTIVE
CMP-05158,Summer  Sale,Social Media,East,06-18-2024,TBD,N/A,,240.77,Inactive
CMP-05159,Summer  Sale,email,East ,12/12/2023,N/A,3916.0,,N/A,active
CMP-05160,Summer Sale,EMAIL,north,2022-11-15,42221,2076.0,53.0,N/A,
CMP-05161,N/A,Social Media,East,03-12-2022,,4053.0,,167.0,Completed
CMP-05162,black friday,Social Media,,2022/01/02,49211,1431.0,N/A,N/A,inactive
CMP-05163,Summer Sale,Organic,West,27/01/2024,,,945.0,N/A,completed
CMP-05164,Summer  Sale,,,11-07-2022,"$14,068",2567,N/A,N/A,Pending
CMP-05165,black friday,PPC,East,2022-10-18,$20637,4415,55.0,87.0,
CMP-05166,Back to School,ppc,North,04/04/2024,"$1,331",1648.0,N/A,154.0,completed
CMP-05167,Black Friday,SOCIAL MEDIA,East ,24/06/2023,TBD,N/A,533.0,200.91%,inactive
CMP-05168,Summer  Sale,SOCIAL MEDIA,,2023/01/12,27810,1111,980.0,267.65,Completed
CMP-05169,black friday,organic,South,2023/03/21,$20320,3989.0,58.0,206.92%,Active
CMP-05170,,organic,West,21/07/2022,,3595,N/A,260.32,Active
CMP-05171,New Year Promo,organic,,2024-02-25,"$45,507",N/A,,254.33%,inactive
CMP-05172,N/A,Organic,West,15/05/2024,$9851,3947,357,127.06,inactive
CMP-05173,Summer  Sale,EMAIL,NORTH,08/03/2022,TBD,N/A,,N/A,inactive
CMP-05174,Summer  Sale,Email,South,2023/03/01,$45778,N/A,862.0,N/A,Inactive
CMP-05175,Summer  Sale,ppc,East,2023/02/23,23305,N/A,789.0,,ACTIVE
CMP-05176,SUMMER SALE,Organic,north,19/11/2023,21992.00,N/A,889,,
CMP-05177,,,North,2022-01-17,36967.00,2929,528,59.36,completed
CMP-05178,black friday,SOCIAL MEDIA,North,2022/11/21,"$14,376",1476.0,N/A,276.45,inactive
CMP-05179,Back to School,Social Media,NORTH,2022-08-21,41129,N/A,522,161.58,Completed
CMP-05180,,Social Media,West,2024/02/21,N/A,1258,774,234.5%,Completed
,SUMMER SALE,Email,NORTH,2023-08-13,TBD,388.0,975,N/A,Pending
CMP-05182,New Year Promo,SOCIAL MEDIA,South,04-05-2023,,2597.0,351,253.73%,Inactive
CMP-05183,Back to School,SOCIAL MEDIA,North,2023-04-07,,N/A,321.0,48.0,N/A
CMP-05184,Back to School,ppc,south,2023/09/25,35853 USD,4790.0,916.0,,Completed
CMP-05185,Holiday Special,PPC,East,10-15-2022,N/A,2868,976.0,N/A,N/A
CMP-05186,New Year Promo,Social Media,North,2022/05/26,TBD,516,606,,completed
CMP-05187,Summer Sale,,N/A,07/02/2022,4969.00,2955,927,191.31,Completed
CMP-05188,,EMAIL,East ,2022-08-18,35469,3611.0,N/A,7.0,active
CMP-05189,black friday,Email,,2023/08/09,N/A,4709.0,798.0,108.0,Completed
CMP-05190,Back to School,EMAIL,North,01-20-2022,,3644,275,72.01%,Completed
CMP-05191,black friday,Organic,,2022/01/21,,N/A,539.0,N/A,active
CMP-05192,Back to School,email,South,2022/07/17,N/A,N/A,N/A,126.53%,Inactive
CMP-05193,Black Friday,PPC,East ,05-16-2023,,2167.0,664.0,172.58,completed
CMP-05194,Black Friday,email,East ,01-02-2023,18310,2660,689,114.65%,
CMP-05195,Summer Sale,organic,South,2024/02/15,46345 USD,3976,152.0,155.37%,completed
CMP-05196,Black Friday,Email,West,29/12/2022,23873.0,2682.0,62,-2.0,completed
CMP-05197,Summer Sale,Email,East ,2023/06/29,$16435,,634.0,,Active
CMP-05198,Back to School,organic,North,2022/01/12,6736,N/A,204,,ACTIVE
CMP-05199,N/A,EMAIL,East,09-02-2022,"$35,416",,,,Completed
CMP-05200,Holiday Special,organic,East ,2022/12/30,48117 USD,3354.0,828,29.0,completed
CMP-05201,Black Friday,Social Media,north,08-28-2022,47862,1191,102.0,170.11,ACTIVE
CMP-05202,N/A,PPC,N/A,2022/10/19,$7398,,239.0,188.0,Active
CMP-05203,black friday,PPC,East ,2023-09-06,48464,2124,,N/A,active
CMP-05204,,Organic,N/A,2022-07-27,$3735,N/A,76.0,,inactive
CMP-05205,Summer Sale,organic,East ,2023/03/05,$16948,4712.0,837.0,215.18,Pending
CMP-05206,black friday,Social Media,,12-09-2022,15205.00,985.0,445.0,N/A,Completed
CMP-05207,black friday,email,NORTH,2022/12/01,,1675,725.0,93.13,Completed
CMP-05208,Holiday Special,organic,North,2023/05/12,26431,,,100.04,Pending
CMP-05209,SUMMER SALE,SOCIAL MEDIA,NORTH,08-13-2023,N/A,,769.0,65.0,ACTIVE
CMP-05210,N/A,,,2022-03-18,4207,2049.0,N/A,278.0,Active
CMP-05211,Black Friday,email,South,2024/01/31,TBD,2826,155,151.07,completed
CMP-05212,Summer Sale,PPC,north,16/06/2023,N/A,4375,,,active
CMP-05213,Summer  Sale,organic,north,2023-11-28,,,839,,active
CMP-05214,New Year Promo,Email,N/A,2023-11-10,"$12,778",3762.0,545,169.0,inactive
CMP-05215,,,NORTH,2023/04/03,41398.00,2780,,N/A,inactive
CMP-05216,N/A,Organic,North,03-04-2022,$20115,4346,531.0,,Active
CMP-05217,N/A,SOCIAL MEDIA,West,08-18-2023,43431,4966,545,80.0,active
CMP-05218,New Year Promo,Organic,south,2022/06/08,38002,N/A,227,N/A,N/A
CMP-05219,Black Friday,Email,north,2024-01-31,N/A,,102,-7.0,Pending
CMP-05220,Black Friday,email,East ,30/06/2022,,2962.0,,55.78%,Pending
CMP-05221,Holiday Special,Email,,10-28-2022,13997.00,,460.0,,Inactive
CMP-05222,SUMMER SALE,,South,04/07/2023,34500.0,1137,974.0,97.81,
CMP-05223,N/A,,north,2023/11/04,3262.00,,60.0,,active
CMP-05224,black friday,email,South,26/01/2022,$15948,,15.0,,inactive
CMP-05225,Black Friday,SOCIAL MEDIA,South,24/02/2023,24028,,960,77.43,N/A
CMP-05226,SUMMER SALE,ppc,north,04-13-2023,$33179,3165.0,,N/A,active
CMP-05227,Black Friday,EMAIL,N/A,2022/12/20,24667.00,2665,N/A,73.9,N/A
